service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
169,0,0,0,0,0,0,0,20240331,20240512
170,1,1,1,1,1,0,0,20230518,20240213
171,0,0,0,0,0,1,0,20230520,20240210
172,0,0,0,0,0,0,1,20230521,20240211
173,0,0,0,0,1,0,0,20230519,20240209
174,1,1,1,1,1,0,0,20230518,20240213
175,1,0,0,0,0,0,1,20230521,20240212
176,0,0,0,0,0,0,0,20240214,20240503
177,0,0,0,0,0,0,0,20240217,20240504
178,0,0,0,0,0,0,0,20240218,20240428
179,0,0,0,0,0,0,0,20240216,20240503
180,1,1,1,1,1,1,1,20230518,20231020
181,0,0,0,0,1,0,0,20230519,20231020
182,0,0,0,0,0,1,1,20230520,20231015
183,1,1,1,1,1,0,0,20230518,20231020
184,0,0,0,0,0,1,0,20230520,20231014
185,0,0,0,0,0,0,1,20230521,20231015
186,0,0,0,1,0,0,0,20230518,20231019
187,0,1,0,0,0,0,0,20230523,20231017
188,1,0,0,0,0,0,1,20230521,20231127
189,0,0,0,1,0,0,0,20230518,20231130
190,0,0,0,0,0,0,0,20231203,20231211
191,0,0,0,0,0,0,0,20231201,20231208
192,0,0,0,0,0,0,0,20231207,20231214
193,0,0,0,0,0,0,0,20231215,20240119
194,0,0,0,0,0,0,0,20231221,20240118
195,0,0,0,0,0,0,0,20231217,20240121
196,0,0,0,0,0,0,0,20240126,20240426
197,0,0,0,0,0,0,0,20240125,20240425
198,0,0,0,0,0,0,0,20240122,20240429
199,0,0,0,0,0,0,0,20240503,20240517
200,0,0,0,0,0,0,0,20240502,20240516
201,0,0,0,0,0,0,0,20240505,20240513
202,0,0,0,0,0,0,0,20240505,20240517
203,0,0,0,0,1,0,0,20230519,20230721
204,0,0,0,0,0,0,1,20230521,20230723
205,0,0,0,1,0,0,0,20230518,20230720
206,1,1,1,1,1,0,0,20230518,20230724
208,0,0,0,0,0,0,1,20231105,20240512
209,0,0,0,0,1,0,0,20231103,20240517
210,1,1,1,1,0,0,0,20230518,20230629
211,0,0,0,0,0,1,1,20230520,20230625
212,1,0,0,0,1,0,1,20230521,20240517
213,0,0,0,0,1,0,0,20230519,20230818
214,1,0,0,0,0,0,0,20230522,20230814
215,0,1,0,0,0,0,0,20230523,20230815
216,0,0,1,0,0,0,0,20230524,20230816
217,0,0,0,1,0,0,0,20230518,20230817
218,0,0,0,0,0,1,0,20230520,20230819
232,1,0,0,0,1,0,1,20230521,20240517
248,0,0,0,0,0,0,0,20240423,20240517
249,0,0,0,0,0,0,0,20240426,20240517
250,0,0,0,0,0,0,0,20240429,20240513
251,0,0,0,0,0,0,0,20240427,20240512
252,0,0,0,0,0,0,0,20240423,20240516
253,0,0,0,0,0,0,0,20231125,20240422
254,0,0,0,0,0,0,0,20231201,20240419
255,0,0,0,0,0,0,0,20231127,20240422
256,0,0,0,0,0,0,0,20231125,20240421
257,0,0,0,0,0,0,0,20231128,20240418
258,0,0,0,0,0,1,1,20230520,20240512
259,1,1,1,1,0,0,0,20230518,20230831
260,1,1,1,1,1,1,1,20230518,20231124
261,1,0,0,0,0,0,0,20230522,20231120
262,0,0,0,0,0,1,1,20230520,20231119
263,0,1,1,1,0,0,0,20230518,20231123
264,0,0,0,0,0,1,0,20230520,20230520
275,1,0,0,0,0,0,0,20230529,20231218
276,0,1,0,0,0,0,0,20230530,20231219
277,0,0,1,0,0,0,0,20230531,20231220
278,0,0,0,1,0,0,0,20230601,20231221
279,0,0,0,0,1,0,0,20230602,20231222
280,0,0,0,0,0,1,0,20230603,20231223
281,0,0,0,0,0,0,1,20230528,20231224
282,1,1,1,1,1,0,0,20230522,20230825
283,0,0,0,0,0,1,0,20230527,20230826
284,0,0,0,0,0,0,1,20230521,20230820
285,1,1,1,1,1,0,0,20230518,20230619
286,1,0,0,0,0,0,0,20230522,20230619
287,1,1,1,1,1,1,0,20230518,20230619
288,0,0,0,0,1,0,0,20230519,20230616
289,0,0,0,0,0,1,0,20230520,20230617
290,0,0,0,0,0,0,1,20230521,20230618
291,0,0,0,0,0,0,1,20230521,20230618
292,0,0,0,1,0,0,0,20230518,20230615
293,0,1,0,0,0,0,0,20230523,20230613
294,0,0,1,0,0,0,0,20230524,20230614
295,1,1,1,1,1,0,0,20230518,20230619
296,1,1,1,1,1,1,1,20230518,20230619
297,1,1,1,1,1,0,0,20230620,20231020
298,1,0,0,0,0,0,0,20230626,20231016
299,1,1,1,1,1,1,0,20230620,20231020
300,0,0,0,0,1,0,0,20230623,20231020
301,0,0,0,0,0,1,0,20230624,20231014
302,1,0,0,0,1,0,1,20230625,20231020
303,0,0,0,0,0,0,1,20230625,20231015
304,0,0,0,1,0,0,0,20230622,20231019
305,0,1,0,0,0,0,0,20230620,20231017
306,0,0,1,0,0,0,0,20230621,20231018
307,0,0,0,0,0,0,0,20230620,20230630
308,0,0,0,0,0,0,0,20230624,20230624
309,1,1,1,1,1,1,1,20230620,20231020
310,0,0,0,0,0,0,0,20231023,20231120
311,0,0,0,0,0,0,0,20231023,20231120
312,0,0,0,0,0,0,0,20231021,20231120
313,0,0,0,0,0,0,0,20231027,20231117
314,0,0,0,0,0,0,0,20231021,20231118
315,0,0,0,0,0,0,0,20231022,20231120
316,0,0,0,0,0,0,0,20231022,20231119
317,0,0,0,0,0,0,0,20231026,20231116
318,0,0,0,0,0,0,0,20231024,20231114
319,0,0,0,0,0,0,0,20231025,20231115
320,0,0,0,0,0,0,0,20231021,20231120
321,1,0,0,0,1,0,1,20230519,20230630
322,0,0,0,0,0,1,0,20230520,20231230
323,0,0,0,1,0,0,0,20230601,20231228
324,0,0,0,0,1,0,0,20230602,20231229
325,0,0,1,0,0,0,0,20230531,20231227
326,0,0,0,0,0,0,1,20230528,20231226
327,0,0,0,0,1,1,0,20230519,20230630
328,1,1,1,1,1,1,1,20230522,20230630
329,1,1,1,1,1,1,0,20230522,20230630
330,0,0,0,0,0,0,1,20230528,20230625
331,1,1,1,1,1,0,0,20230522,20230630
332,1,1,0,1,1,0,0,20230518,20240517
333,1,1,1,1,1,0,0,20230601,20240517
334,0,0,0,0,0,1,0,20230603,20240511
335,1,0,0,0,1,0,1,20230519,20240517
336,1,0,0,0,0,0,1,20230604,20240513
337,0,0,0,0,1,0,0,20230602,20240517
338,1,1,1,1,1,0,0,20230518,20231208
339,0,0,0,0,0,1,0,20230520,20231209
340,0,0,0,0,0,0,0,20230930,20230930
341,0,0,0,0,0,0,1,20230521,20231203
342,0,0,0,0,0,0,0,20230605,20230605
343,0,0,0,0,0,0,0,20230807,20230807
344,0,0,0,0,0,0,0,20231030,20231030
345,0,0,0,0,0,0,0,20231001,20231001
346,0,0,0,0,0,1,0,20230527,20231209
347,1,1,1,1,1,0,0,20230518,20231208
348,0,0,0,0,1,0,0,20230519,20230519
349,0,0,0,0,0,0,0,20230619,20230619
350,0,0,0,0,0,1,0,20230520,20231209
351,1,1,1,1,1,1,0,20230518,20231209
352,0,0,0,0,0,0,1,20230528,20230528
353,0,0,0,0,0,0,1,20230521,20231203
354,1,1,1,1,1,0,0,20230518,20231208
355,0,0,0,0,0,1,0,20230603,20231209
356,0,0,0,0,0,1,0,20230527,20230527
357,0,0,0,0,0,1,0,20230527,20231209
358,1,1,1,1,1,1,0,20230518,20231209
359,1,1,1,1,1,1,0,20230518,20231209
360,1,1,1,1,1,1,0,20230518,20231209
361,0,0,0,0,0,0,1,20230528,20231203
362,1,1,1,1,1,1,0,20230518,20231209
363,1,1,1,1,1,1,0,20230518,20231209
364,1,1,1,1,1,1,0,20230518,20231209
365,0,0,0,0,0,1,0,20230527,20231209
366,1,1,1,1,0,1,0,20230518,20231209
367,0,0,0,0,1,0,0,20230519,20231208
368,1,1,1,1,1,1,0,20230518,20231209
369,1,1,1,1,1,0,0,20230518,20231208
370,1,1,1,1,0,0,0,20230522,20230525
371,1,1,1,0,0,0,0,20230529,20230601
372,0,0,0,0,0,0,0,20230619,20230622
373,0,0,0,0,0,0,0,20230626,20230629
374,1,1,1,1,1,1,0,20230518,20231209
375,1,1,1,1,1,1,0,20230518,20231209
376,1,1,1,1,1,1,0,20230518,20231209
377,0,0,0,0,0,0,1,20230604,20231203
378,1,1,1,1,0,1,0,20230518,20231209
379,1,1,1,1,0,0,0,20230518,20231207
380,1,1,1,1,0,0,0,20230518,20231207
381,1,1,1,1,1,0,0,20230522,20231208
382,0,0,0,0,1,0,0,20230526,20230526
383,0,0,0,0,0,0,1,20230521,20231203
384,1,1,1,1,0,1,0,20230518,20231209
385,0,0,1,0,0,0,0,20230531,20230531
386,1,1,1,1,1,1,0,20230518,20231209
387,1,1,1,1,1,1,0,20230518,20231209
388,1,1,1,1,1,0,0,20230518,20231208
389,1,1,1,1,1,1,0,20230518,20231209
390,1,1,1,1,1,1,0,20230518,20231209
391,1,1,1,1,1,1,0,20230518,20231209
392,0,0,0,0,0,0,1,20230521,20231203
393,1,0,0,0,0,0,0,20230522,20231204
394,0,1,1,1,1,0,0,20230518,20231208
395,0,0,0,0,1,1,0,20230519,20231209
396,1,1,1,1,1,1,0,20230518,20231209
397,1,1,1,1,1,1,0,20230518,20231209
398,0,0,0,0,0,0,0,20230616,20230616
399,1,1,1,1,0,1,0,20230518,20231209
